PERIODO,CD_MUNICIPIO,CD_UF,SG_UF,FAIXA_CORRIGIDA,PLANO_ODONTO,POP
2022,120030,12,AC,de 0 a 14 anos,12,8926
2022,120010,12,AC,de 15 a 29 anos,33,6294
2022,120010,12,AC,acima de 60 anos,9,1671
2022,120040,12,AC,de 15 a 29 anos,3775,105371
2022,120045,12,AC,acima de 60 anos,10,1630
2022,270200,27,AL,de 0 a 14 anos,6,2149
2022,270270,27,AL,de 0 a 14 anos,4,929
2022,270430,27,AL,de 0 a 14 anos,24963,160425
2022,270650,27,AL,de 0 a 14 anos,6,3293
2022,270860,27,AL,de 0 a 14 anos,278,10992
2022,270900,27,AL,nada,0,566
2022,270930,27,AL,nada,58,6440
2022,270520,27,AL,de 0 a 14 anos,28,3650
2022,270880,27,AL,de 15 a 29 anos,196,9212
2022,270190,27,AL,de 15 a 29 anos,3,1908
2022,270330,27,AL,de 15 a 29 anos,12,4742
2022,270550,27,AL,de 15 a 29 anos,67,7873
2022,270040,27,AL,de 30 a 59 anos,346,13825
2022,270180,27,AL,de 30 a 59 anos,6,2307
2022,270915,27,AL,de 30 a 59 anos,132,12675
2022,270930,27,AL,de 30 a 59 anos,573,19875
2022,270210,27,AL,de 30 a 59 anos,18,6182
2022,270260,27,AL,de 30 a 59 anos,158,6669
2022,270360,27,AL,de 30 a 59 anos,102,2424
2022,270030,27,AL,acima de 60 anos,716,19978
2022,270580,27,AL,acima de 60 anos,2,754
2022,270080,27,AL,acima de 60 anos,416,592
2022,270260,27,AL,acima de 60 anos,19,2112
2022,270660,27,AL,acima de 60 anos,3,863
2022,270010,27,AL,Inconsistente,0,0
2022,270170,27,AL,Inconsistente,0,0
2022,270460,27,AL,de 0 a 14 anos,7,2219
2022,270642,27,AL,nada,3,1125
2022,270690,27,AL,nada,102,3392
2022,270235,27,AL,de 0 a 14 anos,30,4881
2022,270500,27,AL,de 15 a 29 anos,12,6647
2022,270590,27,AL,de 15 a 29 anos,1,1321
2022,270810,27,AL,de 15 a 29 anos,34,3112
2022,270450,27,AL,de 30 a 59 anos,420,9194
2022,270740,27,AL,de 30 a 59 anos,26,2637
2022,270480,27,AL,acima de 60 anos,14,1565
2022,270500,27,AL,acima de 60 anos,5,2568
2022,270560,27,AL,Inconsistente,0,0
2022,270940,27,AL,Inconsistente,0,0
2022,130068,13,AM,de 0 a 14 anos,1,4237
2022,130014,13,AM,nada,2,1900
2022,130240,13,AM,nada,4,5091
2022,130310,13,AM,nada,2,4059
2022,130120,13,AM,de 0 a 14 anos,56,19233
2022,130190,13,AM,de 0 a 14 anos,183,21061
2022,130280,13,AM,de 15 a 29 anos,2,5418
2022,130406,13,AM,de 15 a 29 anos,42,16077
2022,130260,13,AM,de 15 a 29 anos,132291,559335
2022,130185,13,AM,de 30 a 59 anos,428,12192
2022,130320,13,AM,de 30 a 59 anos,50,4335
2022,130423,13,AM,acima de 60 anos,3,822
2022,130040,13,AM,Inconsistente,0,0
2022,130255,13,AM,de 0 a 14 anos,4,6062
2022,130280,13,AM,de 0 a 14 anos,1,4913
2022,130050,13,AM,de 0 a 14 anos,0,8023
2022,130110,13,AM,nada,6,4127
2022,130320,13,AM,nada,1,1859
2022,130430,13,AM,nada,2,2359
2022,130000,13,AM,de 30 a 59 anos,13,0
2022,130230,13,AM,de 30 a 59 anos,22,3994
2022,130180,13,AM,acima de 60 anos,6,1035
2022,130280,13,AM,Inconsistente,0,0
2022,160010,16,AP,de 30 a 59 anos,1052,2348
2022,160015,16,AP,de 30 a 59 anos,135,3407
2022,160030,16,AP,de 30 a 59 anos,21059,134813
2022,160010,16,AP,acima de 60 anos,140,499
2022,160027,16,AP,acima de 60 anos,34,1794
2022,160023,16,AP,de 0 a 14 anos,20,1544
2022,160050,16,AP,de 0 a 14 anos,17,5320
2022,160020,16,AP,acima de 60 anos,4,474
2022,290310,29,BA,de 0 a 14 anos,6,1076
2022,290860,29,BA,de 0 a 14 anos,34,5220
2022,290970,29,BA,de 0 a 14 anos,13,2396
2022,292303,29,BA,de 0 a 14 anos,12,1819
2022,292935,29,BA,de 0 a 14 anos,6,1069
2022,290450,29,BA,de 0 a 14 anos,2,1853
2022,290500,29,BA,nada,17,1742
2022,291180,29,BA,nada,7,2077
2022,292265,29,BA,nada,38,1258
2022,292650,29,BA,nada,5,1347
2022,292860,29,BA,nada,164,4375
2022,293075,29,BA,nada,0,1398
2022,290100,29,BA,de 0 a 14 anos,57,5667
2022,290130,29,BA,de 0 a 14 anos,11,2871
2022,291165,29,BA,de 0 a 14 anos,1,1451
2022,291700,29,BA,de 0 a 14 anos,58,7149
2022,290195,29,BA,de 15 a 29 anos,112,2123
2022,291450,29,BA,de 15 a 29 anos,377,8057
2022,292830,29,BA,de 15 a 29 anos,71,2259
2022,293315,29,BA,de 15 a 29 anos,16,3472
2022,290115,29,BA,de 15 a 29 anos,24,4223
2022,290130,29,BA,de 15 a 29 anos,35,3979
2022,290550,29,BA,de 15 a 29 anos,34,3547
2022,291020,29,BA,de 15 a 29 anos,11,1032
2022,292320,29,BA,de 15 a 29 anos,14,5725
2022,292780,29,BA,de 15 a 29 anos,15,1875
2022,292820,29,BA,de 15 a 29 anos,28,6429
2022,292980,29,BA,de 15 a 29 anos,29,3123
2022,292265,29,BA,de 30 a 59 anos,186,3792
2022,290030,29,BA,de 30 a 59 anos,161,4709
2022,290890,29,BA,de 30 a 59 anos,858,7482
2022,291120,29,BA,de 30 a 59 anos,263,10628
2022,292700,29,BA,de 30 a 59 anos,218,12431
2022,293050,29,BA,de 30 a 59 anos,3052,26500
2022,290687,29,BA,de 30 a 59 anos,180,9156
2022,291610,29,BA,de 30 a 59 anos,815,7852
2022,292200,29,BA,de 30 a 59 anos,2302,12905
2022,292360,29,BA,de 30 a 59 anos,77,7643
2022,292467,29,BA,de 30 a 59 anos,17,3101
2022,290270,29,BA,acima de 60 anos,51,4465
2022,291610,29,BA,acima de 60 anos,136,2075
2022,291650,29,BA,acima de 60 anos,18,3534
2022,292320,29,BA,acima de 60 anos,26,3288
2022,292330,29,BA,acima de 60 anos,25,1044
2022,292400,29,BA,acima de 60 anos,466,11554
2022,292680,29,BA,acima de 60 anos,10,2001
2022,293020,29,BA,acima de 60 anos,47,3197
2022,290100,29,BA,acima de 60 anos,60,4644
2022,290730,29,BA,acima de 60 anos,35,3112
2022,291077,29,BA,acima de 60 anos,5,749
2022,291690,29,BA,acima de 60 anos,11,1684
2022,292250,29,BA,acima de 60 anos,172,2947
2022,292430,29,BA,acima de 60 anos,14,2541
2022,293105,29,BA,acima de 60 anos,11,2047
2022,293130,29,BA,acima de 60 anos,9,1325
2022,290960,29,BA,acima de 60 anos,29,2533
2022,291030,29,BA,acima de 60 anos,8,1284
2022,293360,29,BA,acima de 60 anos,88,4723
2022,291090,29,BA,Inconsistente,0,0
2022,291685,29,BA,Inconsistente,0,0
2022,291710,29,BA,Inconsistente,0,0
2022,292220,29,BA,Inconsistente,0,0
2022,292860,29,BA,Inconsistente,0,0
2022,293077,29,BA,Inconsistente,0,0
2022,293200,29,BA,Inconsistente,0,0
2022,293340,29,BA,Inconsistente,0,0
2022,290830,29,BA,de 0 a 14 anos,14,2589
2022,293040,29,BA,de 0 a 14 anos,7,2516
2022,290600,29,BA,de 0 a 14 anos,267,12979
2022,290700,29,BA,de 0 a 14 anos,31,1990
2022,292420,29,BA,de 0 a 14 anos,6,3501
2022,293010,29,BA,de 0 a 14 anos,291,13080
2022,290240,29,BA,nada,8,1167
2022,290687,29,BA,nada,19,2427
2022,291230,29,BA,nada,5,1400
2022,291650,29,BA,nada,4,3323
2022,292050,29,BA,nada,142,2168
2022,292610,29,BA,nada,4,993
2022,293315,29,BA,nada,4,1087
2022,290760,29,BA,de 0 a 14 anos,11,3202
2022,291240,29,BA,de 0 a 14 anos,10,2938
2022,292680,29,BA,de 0 a 14 anos,3,2403
2022,292870,29,BA,de 0 a 14 anos,572,14856
2022,293070,29,BA,de 0 a 14 anos,1980,22426
2022,290010,29,BA,de 15 a 29 anos,146,2069
2022,290110,29,BA,de 15 a 29 anos,496,6944
2022,290290,29,BA,de 15 a 29 anos,191,10291
2022,290340,29,BA,de 15 a 29 anos,208,5927
2022,290485,29,BA,de 15 a 29 anos,19,5268
2022,291550,29,BA,de 15 a 29 anos,232,5596
2022,292110,29,BA,de 15 a 29 anos,74,5477
2022,292130,29,BA,de 15 a 29 anos,30,2975
2022,291200,29,BA,de 15 a 29 anos,4,2524
2022,291270,29,BA,de 15 a 29 anos,42,6152
2022,291020,29,BA,de 30 a 59 anos,34,1439
2022,291590,29,BA,de 30 a 59 anos,76,2305
2022,292750,29,BA,de 30 a 59 anos,367,6476
2022,292870,29,BA,de 30 a 59 anos,5107,35777
2022,293076,29,BA,de 30 a 59 anos,13,3997
2022,293135,29,BA,de 30 a 59 anos,6008,51547
2022,291005,29,BA,de 30 a 59 anos,8218,25546
2022,291680,29,BA,de 30 a 59 anos,72,6513
2022,292470,29,BA,de 30 a 59 anos,26,4411
2022,290010,29,BA,de 30 a 59 anos,287,3296
2022,291300,29,BA,de 30 a 59 anos,39,5241
2022,291340,29,BA,de 30 a 59 anos,39,5265
2022,291460,29,BA,de 30 a 59 anos,1977,24601
2022,290460,29,BA,acima de 60 anos,190,7817
2022,290760,29,BA,acima de 60 anos,15,2075
2022,291370,29,BA,acima de 60 anos,46,3981
2022,292730,29,BA,acima de 60 anos,22,1369
2022,293075,29,BA,acima de 60 anos,11,1069
2022,290120,29,BA,acima de 60 anos,22,3060
2022,290755,29,BA,acima de 60 anos,2,1257
2022,291860,29,BA,acima de 60 anos,6,1411
2022,291075,29,BA,acima de 60 anos,72,2220
2022,290520,29,BA,Inconsistente,0,0
2022,290860,29,BA,Inconsistente,0,0
2022,291085,29,BA,Inconsistente,0,0
2022,291520,29,BA,Inconsistente,0,0
2022,292275,29,BA,Inconsistente,0,0
2022,292660,29,BA,Inconsistente,0,0
2022,292870,29,BA,Inconsistente,0,0
2022,293245,29,BA,Inconsistente,0,0
2022,230655,23,CE,de 0 a 14 anos,21,8198
2022,230810,23,CE,de 0 a 14 anos,10,8827
2022,230763,23,CE,de 0 a 14 anos,9,3685
2022,231250,23,CE,de 0 a 14 anos,0,1061
2022,230110,23,CE,nada,214,5351
2022,230300,23,CE,nada,1,1864
2022,230770,23,CE,de 0 a 14 anos,854,21565
2022,230470,23,CE,de 15 a 29 anos,60,14618
2022,230625,23,CE,de 15 a 29 anos,1690,11546
2022,230220,23,CE,de 15 a 29 anos,658,13743
2022,230393,23,CE,de 15 a 29 anos,21,3664
2022,230610,23,CE,de 30 a 59 anos,37,6820
2022,230800,23,CE,de 30 a 59 anos,175,11066
2022,230830,23,CE,de 30 a 59 anos,97,9463
2022,231330,23,CE,de 30 a 59 anos,326,19226
2022,230320,23,CE,de 30 a 59 anos,99,8257
2022,230500,23,CE,de 30 a 59 anos,69,12037
2022,231130,23,CE,de 30 a 59 anos,1114,26908
2022,230600,23,CE,acima de 60 anos,9,1975
2022,230740,23,CE,acima de 60 anos,5,3422
2022,230270,23,CE,acima de 60 anos,19,3583
2022,230240,23,CE,acima de 60 anos,29,7234
2022,231170,23,CE,acima de 60 anos,4,2816
2022,231200,23,CE,Inconsistente,0,0
2022,231300,23,CE,de 0 a 14 anos,3,2928
2022,231400,23,CE,de 0 a 14 anos,14,6481
2022,231210,23,CE,de 0 a 14 anos,9,3732
2022,230725,23,CE,nada,1,1591
2022,230980,23,CE,nada,5,1005
2022,230120,23,CE,de 0 a 14 anos,13,4678
2022,230840,23,CE,de 0 a 14 anos,18,6748
2022,230430,23,CE,de 15 a 29 anos,24,5144
2022,231070,23,CE,de 15 a 29 anos,124,9907
2022,231230,23,CE,de 15 a 29 anos,76,12193
2022,231400,23,CE,de 15 a 29 anos,76,10173
2022,230670,23,CE,de 30 a 59 anos,43,6191
2022,230760,23,CE,de 30 a 59 anos,1021,21473
2022,231050,23,CE,de 30 a 59 anos,62,13683
2022,231210,23,CE,de 30 a 59 anos,38,5018
2022,230100,23,CE,de 30 a 59 anos,4553,26069
2022,230200,23,CE,de 30 a 59 anos,32,7426
2022,231123,23,CE,de 30 a 59 anos,12,2147
2022,230960,23,CE,acima de 60 anos,153,5691
2022,230820,23,CE,acima de 60 anos,4,1756
2022,231025,23,CE,acima de 60 anos,36,3124
2022,231280,23,CE,acima de 60 anos,1,787
2022,231195,23,CE,acima de 60 anos,6,1610
2022,231380,23,CE,acima de 60 anos,16,2000
2022,530010,53,DF,de 0 a 14 anos,49374,420222
2022,320510,32,ES,de 0 a 14 anos,891,10782
2022,320100,32,ES,nada,14,1231
2022,320503,32,ES,de 0 a 14 anos,36,3255
2022,320040,32,ES,de 15 a 29 anos,792,6636
2022,320170,32,ES,de 15 a 29 anos,181,3039
2022,320010,32,ES,de 30 a 59 anos,617,12088
2022,320060,32,ES,de 30 a 59 anos,6651,32171
2022,320016,32,ES,de 30 a 59 anos,71,4352
2022,320500,32,ES,de 30 a 59 anos,68098,164541
2022,320080,32,ES,de 30 a 59 anos,835,11524
2022,320260,32,ES,acima de 60 anos,35,1540
2022,320430,32,ES,acima de 60 anos,66,1195
2022,320370,32,ES,acima de 60 anos,28,2176
2022,320225,32,ES,nada,3,824
2022,320455,32,ES,de 0 a 14 anos,35,5691
2022,320460,32,ES,de 15 a 29 anos,414,5445
2022,320430,32,ES,de 30 a 59 anos,490,3996
2022,320440,32,ES,de 30 a 59 anos,374,4551
2022,320016,32,ES,Inconsistente,0,0
2022,521010,52,GO,de 0 a 14 anos,105,3586
2022,522155,52,GO,de 0 a 14 anos,82,792
2022,520570,52,GO,de 0 a 14 anos,0,342
2022,521160,52,GO,de 0 a 14 anos,2,323
2022,521310,52,GO,de 0 a 14 anos,1316,8640
2022,520545,52,GO,nada,53,522
2022,521310,52,GO,nada,901,4202
2022,521890,52,GO,nada,71,1392
2022,521925,52,GO,nada,1,427
2022,520015,52,GO,de 0 a 14 anos,1,346
2022,520495,52,GO,de 0 a 14 anos,10,738
2022,520830,52,GO,de 0 a 14 anos,20,862
2022,520940,52,GO,de 0 a 14 anos,7,737
2022,521410,52,GO,de 0 a 14 anos,6,605
2022,521870,52,GO,de 0 a 14 anos,10,780
2022,172120,52,GO,de 15 a 29 anos,0,6487
2022,520120,52,GO,de 15 a 29 anos,13,234
2022,521056,52,GO,de 15 a 29 anos,13,1073
2022,521130,52,GO,de 15 a 29 anos,9,1670
2022,521450,52,GO,de 15 a 29 anos,992,7092
2022,521880,52,GO,de 15 a 29 anos,7573,57425
2022,521945,52,GO,de 15 a 29 anos,15,798
2022,521270,52,GO,de 15 a 29 anos,10,2072
2022,172090,52,GO,de 30 a 59 anos,0,5182
2022,520082,52,GO,de 30 a 59 anos,29,1435
2022,521880,52,GO,de 30 a 59 anos,13649,70109
2022,520780,52,GO,de 30 a 59 anos,121,5014
2022,521150,52,GO,de 30 a 59 anos,11277,39897
2022,521760,52,GO,de 30 a 59 anos,3967,28677
2022,521925,52,GO,de 30 a 59 anos,52,1903
2022,520030,52,GO,de 30 a 59 anos,738,9152
2022,521140,52,GO,de 30 a 59 anos,65,3633
2022,521690,52,GO,de 30 a 59 anos,426,1152
2022,520013,52,GO,acima de 60 anos,96,1899
2022,520017,52,GO,acima de 60 anos,5,492
2022,520480,52,GO,acima de 60 anos,6,590
2022,521410,52,GO,acima de 60 anos,5,512
2022,520090,52,GO,acima de 60 anos,5,577
2022,520120,52,GO,acima de 60 anos,3,151
2022,520390,52,GO,acima de 60 anos,53,1511
2022,520945,52,GO,acima de 60 anos,3,352
2022,521770,52,GO,acima de 60 anos,53,2580
2022,522155,52,GO,acima de 60 anos,56,356
2022,170220,52,GO,acima de 60 anos,0,2879
2022,520455,52,GO,acima de 60 anos,8,412
2022,520530,52,GO,acima de 60 anos,8,914
2022,521839,52,GO,acima de 60 anos,6,472
2022,520945,52,GO,Inconsistente,0,0
2022,521010,52,GO,Inconsistente,0,0
2022,521160,52,GO,Inconsistente,0,0
2022,521250,52,GO,Inconsistente,0,0
2022,521380,52,GO,Inconsistente,0,0
2022,521945,52,GO,de 0 a 14 anos,0,463
2022,520670,52,GO,nada,6,277
2022,521440,52,GO,nada,12,595
2022,521971,52,GO,nada,21,372
2022,520750,52,GO,de 0 a 14 anos,9,508
2022,521080,52,GO,de 0 a 14 anos,4,759
2022,522040,52,GO,de 0 a 14 anos,267,2573
2022,520310,52,GO,de 15 a 29 anos,14,871
2022,520450,52,GO,de 15 a 29 anos,1666,19730
2022,521377,52,GO,de 15 a 29 anos,3,890
2022,521980,52,GO,de 15 a 29 anos,54,3021
2022,521015,52,GO,de 15 a 29 anos,9,588
2022,521200,52,GO,de 15 a 29 anos,2,600
2022,522157,52,GO,de 15 a 29 anos,25,602
2022,520090,52,GO,de 30 a 59 anos,33,1552
2022,520170,52,GO,de 30 a 59 anos,195,7374
2022,520355,52,GO,de 30 a 59 anos,153,3028
2022,520760,52,GO,de 30 a 59 anos,29,2681
2022,520440,52,GO,de 30 a 59 anos,115,7134
2022,521377,52,GO,de 30 a 59 anos,10,1640
2022,520015,52,GO,de 30 a 59 anos,27,1004
2022,520280,52,GO,de 30 a 59 anos,25,1026
2022,521308,52,GO,de 30 a 59 anos,905,12292
2022,521340,52,GO,de 30 a 59 anos,9,748
2022,522068,52,GO,de 30 a 59 anos,58,2186
2022,522040,52,GO,acima de 60 anos,153,2000
2022,520420,52,GO,acima de 60 anos,4,201
2022,521120,52,GO,acima de 60 anos,36,3482
2022,521523,52,GO,acima de 60 anos,202,4949
2022,520640,52,GO,acima de 60 anos,39,1672
2022,522068,52,GO,acima de 60 anos,11,576
2022,171820,52,GO,Inconsistente,0,0
2022,520020,52,GO,Inconsistente,0,0
2022,520520,52,GO,Inconsistente,0,0
2022,521935,52,GO,Inconsistente,0,0
2022,210100,21,MA,de 0 a 14 anos,37,5717
2022,210325,21,MA,de 0 a 14 anos,16,3052
2022,210825,21,MA,de 0 a 14 anos,1,5827
2022,210905,21,MA,de 0 a 14 anos,1,1108
2022,210083,21,MA,de 0 a 14 anos,1,3369
2022,210430,21,MA,de 0 a 14 anos,132,2327
2022,210173,21,MA,nada,0,982
2022,210450,21,MA,nada,6,1040
2022,210560,21,MA,nada,2,1652
2022,210596,21,MA,nada,0,1639
2022,210650,21,MA,nada,2,2212
2022,210940,21,MA,nada,0,1891
2022,211060,21,MA,nada,5,2996
2022,211090,21,MA,nada,1,1191
2022,211240,21,MA,nada,2,4311
2022,210232,21,MA,de 0 a 14 anos,10,16652
2022,210700,21,MA,de 0 a 14 anos,2,1941
2022,210725,21,MA,de 0 a 14 anos,4,1188
2022,210960,21,MA,de 0 a 14 anos,63,8393
2022,210420,21,MA,de 15 a 29 anos,16,3929
2022,210890,21,MA,de 15 a 29 anos,34,5439
2022,210955,21,MA,de 15 a 29 anos,11,2112
2022,211163,21,MA,de 15 a 29 anos,7,1716
2022,211190,21,MA,de 15 a 29 anos,10,2865
2022,211210,21,MA,de 15 a 29 anos,12,8087
2022,210920,21,MA,de 15 a 29 anos,5,3530
2022,210135,21,MA,de 30 a 59 anos,1,1567
2022,210020,21,MA,de 30 a 59 anos,21,6805
2022,210440,21,MA,de 30 a 59 anos,20,5476
2022,210470,21,MA,de 30 a 59 anos,11,1969
2022,210592,21,MA,de 30 a 59 anos,11,3324
2022,210690,21,MA,de 30 a 59 anos,27,8519
2022,210725,21,MA,de 30 a 59 anos,11,1416
2022,210850,21,MA,de 30 a 59 anos,97,9128
2022,210370,21,MA,de 30 a 59 anos,104,10331
2022,211020,21,MA,de 30 a 59 anos,229,10067
2022,211167,21,MA,de 30 a 59 anos,7,1795
2022,210090,21,MA,acima de 60 anos,12,4524
2022,210173,21,MA,acima de 60 anos,7,394
2022,210632,21,MA,acima de 60 anos,9,1596
2022,210760,21,MA,acima de 60 anos,7,1802
2022,210380,21,MA,acima de 60 anos,23,2366
2022,210955,21,MA,acima de 60 anos,5,671
2022,210355,21,MA,acima de 60 anos,2,999
2022,210460,21,MA,Inconsistente,0,0
2022,210923,21,MA,Inconsistente,0,0
2022,210500,21,MA,de 0 a 14 anos,4,6940
2022,210470,21,MA,de 0 a 14 anos,0,1195
2022,210047,21,MA,nada,5,3730
2022,210125,21,MA,nada,89,1686
2022,210620,21,MA,nada,3,671
2022,210125,21,MA,de 0 a 14 anos,88,3330
2022,210193,21,MA,de 0 a 14 anos,2,1193
2022,210290,21,MA,de 0 a 14 anos,8,5293
2022,210173,21,MA,de 15 a 29 anos,2,1920
2022,210680,21,MA,de 15 a 29 anos,4,4051
2022,211245,21,MA,de 15 a 29 anos,8,6895
2022,210405,21,MA,de 15 a 29 anos,93,11932
2022,210635,21,MA,de 15 a 29 anos,4,2201
2022,210690,21,MA,de 15 a 29 anos,29,9024
2022,210945,21,MA,de 15 a 29 anos,196,8532
2022,211085,21,MA,de 30 a 59 anos,15,3281
2022,210460,21,MA,de 30 a 59 anos,59,4743
2022,210408,21,MA,de 30 a 59 anos,7,2500
2022,210720,21,MA,de 30 a 59 anos,17,3280
2022,211170,21,MA,de 30 a 59 anos,14,6127
2022,211270,21,MA,de 30 a 59 anos,81,13905
2022,210690,21,MA,acima de 60 anos,16,2493
2022,210710,21,MA,acima de 60 anos,9,1431
2022,210720,21,MA,acima de 60 anos,6,905
2022,210640,21,MA,acima de 60 anos,6,1311
2022,310825,31,MG,de 0 a 14 anos,6,2107
2022,311110,31,MG,de 0 a 14 anos,188,2555
2022,311370,31,MG,de 0 a 14 anos,13,3029
2022,312210,31,MG,de 0 a 14 anos,7,790
2022,313240,31,MG,de 0 a 14 anos,1952,12974
2022,314180,31,MG,de 0 a 14 anos,71,5991
2022,314820,31,MG,de 0 a 14 anos,20,711
2022,314920,31,MG,de 0 a 14 anos,9,553
2022,315213,31,MG,de 0 a 14 anos,5,736
2022,316250,31,MG,de 0 a 14 anos,687,10922
2022,310480,31,MG,de 0 a 14 anos,21,816
2022,311310,31,MG,de 0 a 14 anos,6,500
2022,312560,31,MG,de 0 a 14 anos,3,1279
2022,312580,31,MG,de 0 a 14 anos,0,480
2022,312720,31,MG,de 0 a 14 anos,22,667
2022,313220,31,MG,de 0 a 14 anos,21,1745
2022,314290,31,MG,de 0 a 14 anos,14,3173
2022,314300,31,MG,de 0 a 14 anos,93,1794
2022,314530,31,MG,de 0 a 14 anos,17,6344
2022,316670,31,MG,de 0 a 14 anos,22,1487
2022,316970,31,MG,de 0 a 14 anos,38,3160
2022,317030,31,MG,de 0 a 14 anos,0,445
2022,310130,31,MG,nada,0,172
2022,312210,31,MG,nada,3,371
2022,313360,31,MG,nada,143,635
2022,314015,31,MG,nada,117,1182
2022,314340,31,MG,nada,27,1521
2022,314350,31,MG,nada,5,603
2022,314470,31,MG,nada,162,1275
2022,316350,31,MG,nada,0,553
2022,316570,31,MG,nada,2,495
2022,317170,31,MG,nada,1,619
2022,311000,31,MG,de 0 a 14 anos,935,6225
2022,311970,31,MG,de 0 a 14 anos,6,476
2022,312695,31,MG,de 0 a 14 anos,0,596
2022,313290,31,MG,de 0 a 14 anos,11,1418
2022,313620,31,MG,de 0 a 14 anos,669,10744
2022,313753,31,MG,de 0 a 14 anos,29,1446
2022,313920,31,MG,de 0 a 14 anos,15,3404
2022,314550,31,MG,de 0 a 14 anos,2,391
2022,310430,31,MG,de 15 a 29 anos,511,3539
2022,311200,31,MG,de 15 a 29 anos,64,3413
2022,311540,31,MG,de 15 a 29 anos,24,967
2022,311800,31,MG,de 15 a 29 anos,5471,13682
2022,312030,31,MG,de 15 a 29 anos,3,1777
2022,312810,31,MG,de 15 a 29 anos,25,3386
2022,313160,31,MG,de 15 a 29 anos,10,1698
2022,313260,31,MG,de 15 a 29 anos,62,1025
2022,313580,31,MG,de 15 a 29 anos,44,5820
2022,313660,31,MG,de 15 a 29 anos,70,1387
2022,313790,31,MG,de 15 a 29 anos,7,765
2022,314990,31,MG,de 15 a 29 anos,537,5000
2022,315217,31,MG,de 15 a 29 anos,4,2780
2022,315370,31,MG,de 15 a 29 anos,17,760
2022,316780,31,MG,de 15 a 29 anos,93,1360
2022,316940,31,MG,de 15 a 29 anos,852,13781
2022,310400,31,MG,de 15 a 29 anos,5544,25713
2022,310620,31,MG,de 15 a 29 anos,134879,637744
2022,311930,31,MG,de 15 a 29 anos,100,6505
2022,312320,31,MG,de 15 a 29 anos,52,2857
2022,312385,31,MG,de 15 a 29 anos,21,1240
2022,312790,31,MG,de 15 a 29 anos,4,307
2022,313005,31,MG,de 15 a 29 anos,6,3584
2022,313560,31,MG,de 15 a 29 anos,13,2117
2022,314140,31,MG,de 15 a 29 anos,39,5203
2022,314720,31,MG,de 15 a 29 anos,655,5189
2022,315030,31,MG,de 15 a 29 anos,27,905
2022,316294,31,MG,de 15 a 29 anos,163,1753
2022,317160,31,MG,de 15 a 29 anos,15,3821
2022,310730,31,MG,de 30 a 59 anos,1522,17106
2022,311340,31,MG,de 30 a 59 anos,1495,33549
2022,311490,31,MG,de 30 a 59 anos,17,876
2022,311787,31,MG,de 30 a 59 anos,796,2511
2022,312733,31,MG,de 30 a 59 anos,8,1821
2022,313650,31,MG,de 30 a 59 anos,41,3538
2022,313680,31,MG,de 30 a 59 anos,54,1514
2022,315860,31,MG,de 30 a 59 anos,62,1544
2022,316165,31,MG,de 30 a 59 anos,6,1349
2022,316320,31,MG,de 30 a 59 anos,234,1634
2022,316720,31,MG,de 30 a 59 anos,23266,89055
2022,317043,31,MG,de 30 a 59 anos,47,1761
2022,317190,31,MG,de 30 a 59 anos,22,1878
2022,311670,31,MG,de 30 a 59 anos,79,2847
2022,312080,31,MG,de 30 a 59 anos,84,5784
2022,312820,31,MG,de 30 a 59 anos,54,3894
2022,312850,31,MG,de 30 a 59 anos,19,1537
2022,314880,31,MG,de 30 a 59 anos,12,1303
2022,315610,31,MG,de 30 a 59 anos,61,2079
2022,315840,31,MG,de 30 a 59 anos,66,1506
2022,316294,31,MG,de 30 a 59 anos,406,2834
2022,316553,31,MG,de 30 a 59 anos,3354,10737
2022,310800,31,MG,de 30 a 59 anos,181,7066
2022,311420,31,MG,de 30 a 59 anos,445,8206
2022,312110,31,MG,de 30 a 59 anos,204,3273
2022,315560,31,MG,de 30 a 59 anos,66,9634
2022,315680,31,MG,de 30 a 59 anos,179,5391
2022,315870,31,MG,de 30 a 59 anos,11,885
2022,316270,31,MG,de 30 a 59 anos,72,7527
2022,316443,31,MG,de 30 a 59 anos,66,1177
2022,310110,31,MG,acima de 60 anos,34,3814
2022,310790,31,MG,acima de 60 anos,16,1150
2022,311870,31,MG,acima de 60 anos,14,1268
2022,311970,31,MG,acima de 60 anos,7,474
2022,312750,31,MG,acima de 60 anos,6,691
2022,313430,31,MG,acima de 60 anos,16,860
2022,314320,31,MG,acima de 60 anos,32,3281
2022,314345,31,MG,acima de 60 anos,1,804
2022,314440,31,MG,acima de 60 anos,5,803
2022,315220,31,MG,acima de 60 anos,32,4525
2022,315530,31,MG,acima de 60 anos,15,801
2022,316270,31,MG,acima de 60 anos,15,2583
2022,310350,31,MG,acima de 60 anos,683,14529
2022,310370,31,MG,acima de 60 anos,3,852
2022,310570,31,MG,acima de 60 anos,13,1143
2022,310650,31,MG,acima de 60 anos,3,1273
2022,310660,31,MG,acima de 60 anos,4,593
2022,311170,31,MG,acima de 60 anos,3,687
2022,312820,31,MG,acima de 60 anos,7,1673
2022,313680,31,MG,acima de 60 anos,2,490
2022,314400,31,MG,acima de 60 anos,18,3616
2022,315850,31,MG,acima de 60 anos,4,1322
2022,311760,31,MG,acima de 60 anos,13,776
2022,311800,31,MG,acima de 60 anos,414,4843
2022,312280,31,MG,acima de 60 anos,3,457
2022,312595,31,MG,acima de 60 anos,5,1095
